,name,model,maker,prefix,postfix,kind
341,벤츠 더뉴 C-클래스 쿠페 C205,C-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
342,아우디 Q5 2017년형,Q5,아우디,0,0,['Mid-Large suv']
343,벤츠 CL-클래스,CL-클래스,벤츠,0,0,['Sedan']
344,시트로엥 C4 피카소,C4 피카소,시트로엥,0,0,['van']
345,닛산 캐시카이 Z11,캐시카이,닛산,0,0,['Small suv']
346,캐딜락 CTS 2019년형,CTS,캐딜락,0,0,['Sedan']
347,현대 쿠페 아반떼 JK,아반떼,현대,0,0,"['Sedan', 'Coupe']"
348,푸조 307SW 2019년형,307SW,푸조,0,0,['Small suv']
349,아우디 A5 2014년형,A5,아우디,0,0,"['Sedan', 'Coupe']"
350,랜드로버 레인지로버 벨라 2018년형,레인지로버 벨라,랜드로버,0,0,['Mid-Large suv']
351,벤틀리 컨티넨탈 GT,컨티넨탈 GT,벤틀리,0,0,['Coupe']
352,벤츠 GLC-클래스 X253/C253,GLC-클래스,벤츠,0,0,['Mid-Large suv']
353,아우디 A5 2019년형,A5,아우디,0,0,"['Sedan', 'Coupe']"
354,쉐보레/한국GM 젠트라 T250,젠트라,쉐보레/한국GM,0,0,['Sedan']
355,벤츠 GLE-클래스 2015년형,GLE-클래스,벤츠,0,0,['Mid-Large suv']
356,현대 쿠페 아반떼 MD,아반떼,현대,0,0,"['Sedan', 'Coupe']"
357,링컨 MKX 2015년형,MKX,링컨,0,0,['Mid-Large suv']
358,벤츠 M-클래스 2015년형,M-클래스,벤츠,0,0,['Mid-Large suv']
359,아우디 TT 2008년형,TT,아우디,0,0,['Sedan']
360,인피니티 FX 2006년형,FX,인피니티,0,0,['Mid-Large suv']
361,미니 2열 쿠퍼 2019년형,2열 쿠퍼,미니,0,0,['Sedan']
362,인피니티 M 시리즈 2015년형,M 시리즈,인피니티,0,0,['Sedan']
363,아우디 A7 2015년형,A7,아우디,0,0,['Sedan']
364,렉서스 LS 2007년형,LS,렉서스,0,0,['Sedan']
365,닛산 맥시마 2019년형,맥시마,닛산,0,0,['Sedan']
366,랜드로버 레인지로버 이보크 2019년형,레인지로버 이보크,랜드로버,0,0,['Mid-Large suv']
367,NeoSM3L38,SM3,르노삼성,0,0,['Sedan']
368,더마스터 쏘렌토 UM,쏘렌토,기아,0,UM,['Mid-Large suv']
369,A8 2015년형,A8,아우디,0,0,['Sedan']
370,GLE-클래스,GLE-클래스,벤츠,0,0,['Mid-Large suv']
371,Audi A8 6.0,A8,아우디,0,0,['Sedan']
372,2011미니컨트리맨,컨트리맨,미니,0,0,['Small suv']
373,LC500,LC,렉서스,0,0,['Coupe']
374,RX450,RX,렉서스,0,0,['Mid-Large suv']
375,포르테 쿠페,포르테 쿱,기아,0,0,['Coupe']
376,쌍용 뉴 렉스턴 Y200,렉스턴,쌍용,0,0,['Mid-Large suv']
377,지프 체로키 2007년형,체로키,지프,0,0,['Mid-Large suv']
378,마세라티 기블리 2015년형,기블리,마세라티,0,0,['Sedan']
379,혼다 S660 2021년형,S660,혼다,0,0,['Coupe']
380,동풍소콘 펜곤 ix5,펜곤 ix5,동풍소콘,0,0,['Mid-Large suv']
381,포르쉐 911 2007년형,911,포르쉐,0,0,['Coupe']
